gn_division,week,risk_score,top_features,explanation_text
Watapuluwa West,2024-05-20 00:00:00,0.1053589621661074,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-05-27 00:00:00,0.10661716541272373,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-06-03 00:00:00,0.10779715866508542,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-06-10 00:00:00,0.10661276056029066,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-06-17 00:00:00,0.10536276056029063,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-06-24 00:00:00,0.10536276056029063,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-07-01 00:00:00,0.10526910061792752,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-07-08 00:00:00,0.10526910061792752,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-07-15 00:00:00,0.10680967079336615,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-07-22 00:00:00,0.10649717079336614,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-07-29 00:00:00,0.10603280368256668,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-08-05 00:00:00,0.11222794425269905,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-08-12 00:00:00,0.11222794425269905,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-08-19 00:00:00,0.11214009116180733,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-08-26 00:00:00,0.11213888253851968,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-09-02 00:00:00,0.10471059852917632,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-09-09 00:00:00,0.10471059852917632,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-09-16 00:00:00,0.10471059852917632,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-09-23 00:00:00,0.10242611577055563,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-09-30 00:00:00,0.10242611577055563,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-10-07 00:00:00,0.10160766509048914,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
Watapuluwa West,2024-10-14 00:00:00,0.10610682561287221,"['total_crimes_roll8', 'log_population', 'unemployment_rate']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as unemployment_rate."
