gn_division,week,risk_score,top_features,explanation_text
Thalathuoya East,2025-07-21 00:00:00,0.029229923660151945,"['year', 'log_population', 'total_crimes_roll8']","The elevated robbery risk in Thalathuoya East during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as total_crimes_roll8."
Thalathuoya East,2025-07-28 00:00:00,0.029568740033771482,"['year', 'log_population', 'total_crimes_roll8']","The elevated robbery risk in Thalathuoya East during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as total_crimes_roll8."
Thalathuoya East,2025-08-04 00:00:00,0.04116054862758799,"['year', 'log_population', 'total_crimes_roll8']","The elevated robbery risk in Thalathuoya East during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as total_crimes_roll8."
Thalathuoya East,2025-08-11 00:00:00,0.06169635207368111,"['year', 'log_population', 'total_crimes_roll8']","The elevated robbery risk in Thalathuoya East during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as total_crimes_roll8."
Thalathuoya East,2025-08-18 00:00:00,0.0645127016273967,"['year', 'log_population', 'total_crimes_roll8']","The elevated robbery risk in Thalathuoya East during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as total_crimes_roll8."
Thalathuoya East,2025-08-25 00:00:00,0.06054836026612777,"['year', 'log_population', 'total_crimes_roll8']","The elevated robbery risk in Thalathuoya East during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as total_crimes_roll8."
Thalathuoya East,2025-09-01 00:00:00,0.05891062981332564,"['year', 'log_population', 'total_crimes_roll8']","The elevated robbery risk in Thalathuoya East during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as total_crimes_roll8."
Thalathuoya East,2025-09-08 00:00:00,0.05923411746220917,"['year', 'log_population', 'total_crimes_roll8']","The elevated robbery risk in Thalathuoya East during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as total_crimes_roll8."
Thalathuoya East,2025-09-15 00:00:00,0.05537397079382379,"['year', 'log_population', 'total_crimes_roll8']","The elevated robbery risk in Thalathuoya East during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as total_crimes_roll8."
Thalathuoya West,2019-12-30 00:00:00,0.15298668896908907,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-01-06 00:00:00,0.15970018893141022,"['unemployment_rate', 'log_population', 'year']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by unemployment_rate, log_population, which outweighs mitigating factors such as year."
Thalathuoya West,2020-01-13 00:00:00,0.1448529594119994,"['log_population', 'unemployment_rate', 'year']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, unemployment_rate, which outweighs mitigating factors such as year."
Thalathuoya West,2020-01-20 00:00:00,0.1448529594119994,"['log_population', 'unemployment_rate', 'year']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, unemployment_rate, which outweighs mitigating factors such as year."
Thalathuoya West,2020-01-27 00:00:00,0.14535295941199938,"['log_population', 'unemployment_rate', 'year']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, unemployment_rate, which outweighs mitigating factors such as year."
Thalathuoya West,2020-02-03 00:00:00,0.14509228091853812,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
