crime,location,date,sex,victim_ethnicity,victim_age,time,weather,latitude,longitude,holiday_name,is_holiday,land_use_type,gn_division,gn_pcode,gn_population,gn_distance_m,victim_ethnicity ,DS_Division,Avg_Household_Income,Unemployment_Rate,Building_Density,Road_Density,Land_Area_Density
theft,mahaiyawa,5/6/2024,m,sinhala,34,11:00:00,Rainy,7.306556114,80.63335881,Non-Holiday,0,General Urban,Poorna Watta East,LK2130075,17005,218.9,sinhala,Gangawata Korale,119775,4.62,1078.9,20.7,14.83
burglary,malwatte,5/6/2024,f,muslim,39,16:45:00,Rainy,7.278350374,80.64049035,Non-Holiday,0,General Urban,Malwatta,LK2130140,12099,330.9,muslim,Gangawata Korale,116304,4.57,11.5,4.3,0.11
robbery,municipal indoor sports complex,5/9/2024,m,sinhala,43,14:39:00,Rainy,7.285045435,80.62670116,Non-Holiday,0,Commercial,Suduhumpala East,LK2130160,18807,323.6,sinhala,Gangawata Korale,106818,4.54,1465.3,22.7,20.95
theft,heerassagala,5/9/2024,m,sinhala,64,21:23:00,Rainy,7.261962588,80.61992191,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,375.3,sinhala,Gangawata Korale,120650,4.31,117.3,17.3,2.34
vehicle theft,sirimawo bandaranayake lane,5/11/2024,m,sinhala,63,19:05:00,Rainy,7.266999679,80.59834224,Non-Holiday,0,Commercial,Getambe,LK2130180,5235,744.7,sinhala,Gangawata Korale,104113,4.62,303.5,7.6,13.9
burglary,peradeniya road,5/13/2024,m,sinhala,59,9:10:00,Rainy,7.28222492,80.62166052,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,191.8,sinhala,Gangawata Korale,121239,4.68,982,27.8,19.69
robbery,malwatte,5/15/2024,m,sinhala,51,14:22:00,Rainy,7.277457464,80.64376053,Non-Holiday,0,General Urban,Malwatta,LK2130140,12099,346.6,sinhala,Gangawata Korale,119080,4.6,3.8,0,0.05
drugs,thalathuoya road,5/15/2024,m,sinhala,35,17:29:00,Rainy,7.247886176,80.68438833,Non-Holiday,0,General Urban,Batagalla,LK2145100,1785,356.7,sinhala,Pathahewaheta,60453,7.59,15.3,4.2,0.29
stabbing,new queens hotel,5/15/2024,m,sinhala,76,18:16:00,Rainy,7.294366181,80.6364289,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,227.9,sinhala,Gangawata Korale,114807,4.53,841.7,16.7,20.59
drugs,dalada maligawa,5/16/2024,f,sinhala,41,11:49:00,Rainy,7.291771062,80.64116607,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,361.4,sinhala,Gangawata Korale,120295,4.55,536.9,12.3,13.64
burglary,polgolla,5/16/2024,m,muslim,44,17:08:00,Rainy,7.315161213,80.65410744,Non-Holiday,0,General Urban,Pallegunnepana North,LK2127175,15562,155.7,muslim,Kundasale,84178,5.36,118.6,8.1,2.82
robbery,ampitiya town,5/18/2024,m,sinhala,30,15:30:00,Rainy,7.272337108,80.65906824,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,527.1,sinhala,Gangawata Korale,124646,4.29,140.3,7.5,3.12
vehicle theft,paradise park,5/19/2024,m,sinhala,60,14:06:00,Rainy,7.287236277,80.62850541,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,142.1,sinhala,Gangawata Korale,109316,4.43,1254.9,20.3,21.7
vehicle theft,provincial education department,5/20/2024,m,sinhala,31,13:03:00,Rainy,7.290102533,80.63458694,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,333.9,sinhala,Gangawata Korale,124901,4.32,832.8,19.2,20.77
burglary,municipal indoor sports complex,5/21/2024,m,sinhala,45,16:03:00,Rainy,7.286271967,80.62728971,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,311.5,sinhala,Gangawata Korale,106037,4.48,1326.3,21.5,20.57
theft,2nd rajasinghe lane,5/22/2024,m,tamil,49,10:57:00,Rainy,7.290240368,80.63293607,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,296.6,tamil,Gangawata Korale,116415,4.35,850.6,20.7,21.4
burglary,mapanawathura,5/22/2024,f,muslim,46,15:33:00,Rainy,7.30316838,80.62731309,Non-Holiday,0,General Urban,Asgiriya,LK2130085,1314,424.8,muslim,Gangawata Korale,111506,4.68,851.9,21.4,14.43
stabbing,asgiriya stadium,5/25/2024,f,sinhala,72,13:01:00,Rainy,7.299021566,80.63515255,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,312.5,sinhala,Gangawata Korale,120220,4.48,1082.7,15.7,20.02
burglary,watapuluwa,5/25/2024,m,sinhala,47,19:27:00,Rainy,7.315806282,80.64083047,Non-Holiday,0,General Urban,Watapuluwa,LK2130035,21490,149.6,sinhala,Gangawata Korale,123207,4.42,1049.6,21.9,15.41
theft,bus stand,5/26/2024,m,sinhala,48,8:03:00,Rainy,7.268943774,80.66674897,Non-Holiday,0,Commercial,Ulpathakumbura,LK2130265,20351,458.4,sinhala,Gangawata Korale,103587,4.58,172.2,15.2,2.16
theft,rajapihilla road,5/26/2024,m,sinhala,23,20:37:00,Rainy,7.288344073,80.64135453,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,664.3,sinhala,Gangawata Korale,108369,4.35,623.6,16.2,13.53
theft,lewella gangaramaya,5/28/2024,m,sinhala,49,19:40:00,Rainy,7.2956133,80.65139958,Non-Holiday,0,Commercial,Thalwatta,LK2130130,19105,106.7,sinhala,Gangawata Korale,106411,4.71,623.6,17,9.25
stabbing,dharmapala road lewella,5/31/2024,f,sinhala,46,8:18:00,Rainy,7.298028052,80.65253566,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,376.7,sinhala,Gangawata Korale,120112,4.37,679.7,16.5,11.97
burglary,colombo street,5/31/2024,f,sinhala,50,15:53:00,Rainy,7.296072655,80.63747016,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,147.3,sinhala,Gangawata Korale,122751,4.69,836.6,13,19.64
theft,watapuluwa,6/3/2024,m,sinhala,29,13:07:00,Rainy,7.316404882,80.64213662,Non-Holiday,0,General Urban,Watapuluwa,LK2130035,21490,307,sinhala,Gangawata Korale,108355,4.64,1047,24.3,16.27
drugs,municipal indoor sports complex,6/9/2024,m,sinhala,26,18:33:00,Rainy,7.286496406,80.62632857,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,380.3,sinhala,Gangawata Korale,115247,4.36,1314.8,23.7,20.34
burglary,2nd rajasinghe lane,6/9/2024,m,sinhala,47,23:01:00,Rainy,7.29164674,80.63497154,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,504.7,sinhala,Gangawata Korale,105136,4.55,877.4,19.9,20.3
burglary,dharmasena lane,6/11/2024,f,sinhala,26,14:26:00,Rainy,7.270876221,80.59203984,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,248,sinhala,Gangawata Korale,126231,4.71,299.7,13.5,4.73
robbery,thalathuoya road,6/12/2024,m,sinhala,71,12:06:00,Rainy,7.248636753,80.68455746,Non-Holiday,0,General Urban,Batagalla,LK2145100,1785,420.3,sinhala,Pathahewaheta,62219,7.53,31.9,4.7,0.44
robbery,heerassagala,6/12/2024,m,sinhala,52,13:52:00,Rainy,7.263407511,80.61822383,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,466.9,sinhala,Gangawata Korale,115196,4.29,354.5,21.9,4.56
burglary,peradeniya road,6/13/2024,m,sinhala,35,10:12:00,Rainy,7.281142602,80.62187845,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,95.3,sinhala,Gangawata Korale,106344,4.5,902.9,25.3,17.54
drugs,bowalawatte,6/14/2024,m,sinhala,53,13:25:00,Rainy,7.257266684,80.62377048,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,678.6,sinhala,Gangawata Korale,120745,4.41,2.6,2.3,0.2
robbery,ampitiya town,6/17/2024,m,sinhala,47,21:06:00,Rainy,7.274584774,80.66119962,Eid al-Adha,1,General Urban,Ampitiya Pallegama,LK2130245,928,291.8,sinhala,Gangawata Korale,119318,4.38,82.9,9,2.29
burglary,yatinuwara lane,6/19/2024,f,sinhala,53,12:45:00,Rainy,7.292203414,80.63447158,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,439.8,sinhala,Gangawata Korale,108729,4.65,879.9,20.2,20.85
robbery,deiyanwela,6/19/2024,f,sinhala,49,16:35:00,Rainy,7.288616739,80.63255157,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,124.4,sinhala,Gangawata Korale,125230,4.32,836.6,19.6,20.61
theft,peradeniya kfc,6/20/2024,m,sinhala,61,11:08:00,Rainy,7.286108772,80.6223671,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,103.9,sinhala,Gangawata Korale,113616,4.57,1002.4,26,20.46
theft,thilakawardhana,6/20/2024,m,sinhala,59,20:46:00,Rainy,7.283675622,80.62272282,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,190.7,sinhala,Gangawata Korale,117690,4.34,1180.9,26.4,21.25
stabbing,new queens hotel,6/22/2024,m,sinhala,45,7:01:00,Rainy,7.291783073,80.63674111,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,517.2,sinhala,Gangawata Korale,126407,4.59,818.7,18.9,19.19
vehicle theft,2nd rajasinghe lane,6/23/2024,f,sinhala,46,2:49:00,Rainy,7.291054271,80.63542622,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,473.4,sinhala,Gangawata Korale,121087,4.5,876.1,20.2,19.88
burglary,poornawatte,6/23/2024,m,sinhala,41,8:02:00,Rainy,7.311334935,80.62898259,Non-Holiday,0,General Urban,Mapanawathura,LK2130070,12324,58.8,sinhala,Gangawata Korale,117127,4.5,673.4,19.8,11.43
theft,hanthane town,6/25/2024,m,sinhala,55,2:33:00,Rainy,7.269111874,80.63549845,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,494.4,sinhala,Gangawata Korale,106970,4.31,95.6,10.3,1.44
stabbing,provincial education department,6/25/2024,m,sinhala,67,11:05:00,Rainy,7.29200333,80.63167813,Non-Holiday,0,Commercial,Ihala Katukele,LK2130115,6925,180.4,sinhala,Gangawata Korale,109327,4.47,919.5,21.5,19.37
drugs,municipal indoor sports complex,6/25/2024,f,sinhala,52,22:27:00,Rainy,7.284510136,80.62585047,Non-Holiday,0,Commercial,Suduhumpala East,LK2130160,18807,240.8,sinhala,Gangawata Korale,120812,4.42,1456.4,23.7,21.18
drugs,mahaiyawa cemetery,6/30/2024,m,sinhala,48,11:04:00,Rainy,7.30583333,80.63463751,Non-Holiday,0,General Urban,Mahaiyawa,LK2130065,11543,275.9,sinhala,Gangawata Korale,111257,4.34,1109.5,22,16.19
theft,aniwatte,6/30/2024,m,sinhala,52,16:10:00,Rainy,7.293203454,80.62434062,Non-Holiday,0,General Urban,Bahirawa Kanda,LK2130090,1508,299.8,sinhala,Gangawata Korale,116379,4.63,988.3,21.1,15.6
theft,aniwatte,6/30/2024,f,sinhala,45,16:55:00,Rainy,7.291898896,80.62549496,Non-Holiday,0,General Urban,Katukele,LK2130110,8909,238.5,sinhala,Gangawata Korale,120395,4.59,1076.3,23.1,17.14
theft,nagasthanne,7/1/2024,m,sinhala,59,8:36:00,Rainy,7.280629576,80.63154804,Non-Holiday,0,General Urban,Nagasthenna,LK2130155,13921,244.2,sinhala,Gangawata Korale,103823,4.69,687.4,18.6,8.14
burglary,ampitiya town,7/6/2024,f,sinhala,36,6:10:00,Rainy,7.273272599,80.65898939,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,517.3,sinhala,Gangawata Korale,112099,4.48,131.4,6,3.1
theft,william gopallawa lane,7/7/2024,m,sinhala,56,10:28:00,Rainy,7.291883614,80.63420317,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,422.7,sinhala,Gangawata Korale,111025,4.47,846.8,20.9,20.29
burglary,train station,7/10/2024,m,sinhala,62,21:24:00,Rainy,7.289474448,80.63210747,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,231.2,sinhala,Gangawata Korale,111626,4.41,817.5,20.2,20.68
theft,primrose gardens,7/12/2024,f,sinhala,27,5:25:00,Rainy,7.280408199,80.61159819,Non-Holiday,0,Commercial,Welata,LK2130170,21826,354.1,sinhala,Gangawata Korale,114560,4.3,443.8,26.3,8.34
robbery,bowalawatte,7/13/2024,f,sinhala,51,12:59:00,Rainy,7.272051191,80.61323167,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,107.7,sinhala,Gangawata Korale,120540,4.43,826.4,27.1,16.71
vehicle theft,hanthane kadurata malshalawa,7/15/2024,m,sinhala,41,19:28:00,Rainy,7.290124586,80.63499025,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,361.8,sinhala,Gangawata Korale,116522,4.37,822.6,19.6,20.19
burglary,suduhumpola,7/17/2024,m,sinhala,58,5:56:00,Rainy,7.283224647,80.62353072,Non-Holiday,0,General Urban,Suduhumpala East,LK2130160,18807,243.8,sinhala,Gangawata Korale,109709,4.62,1305.9,24.5,21.34
stabbing,polgolla,7/18/2024,f,sinhala,37,6:14:00,Rainy,7.315880343,80.65148926,Non-Holiday,0,General Urban,Pallegunnepana North,LK2127175,15562,231.1,sinhala,Kundasale,85896,5.31,130.1,11.8,2.2
burglary,gatambe,7/18/2024,m,sinhala,36,9:20:00,Rainy,7.272106615,80.59664053,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,298.3,sinhala,Gangawata Korale,106299,4.39,112.2,2.5,3.51
vehicle theft,provincial education department,7/18/2024,m,sinhala,26,9:33:00,Rainy,7.289827602,80.6337041,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,264,sinhala,Gangawata Korale,113309,4.6,883.8,19.4,21.29
theft,mulgampola,7/18/2024,m,sinhala,42,13:35:00,Rainy,7.280295051,80.61733404,Non-Holiday,0,General Urban,Welata,LK2130170,21826,373.2,sinhala,Gangawata Korale,115691,4.33,732,28.7,16.41
burglary,central market,7/19/2024,f,sinhala,69,15:11:00,Rainy,7.292983468,80.63470834,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,413,sinhala,Gangawata Korale,106879,4.6,901.6,20.1,21.68
theft,ampitiya town,7/19/2024,m,sinhala,34,20:34:00,Rainy,7.271618668,80.65832175,Non-Holiday,0,General Urban,Meddegama,LK2130250,12845,506.7,sinhala,Gangawata Korale,119128,4.68,173.4,8,3.29
vehicle theft,dangolla,7/20/2024,m,sinhala,48,14:29:00,Rainy,7.270804024,80.61201193,Esala Full Moon Poya Day,1,Residential,Bowala,LK2130205,2430,94.7,sinhala,Gangawata Korale,115553,4.7,793.2,28,16.92
drugs,bowalawatte,7/20/2024,f,sinhala,31,19:49:00,Rainy,7.271257706,80.61348546,Esala Full Moon Poya Day,1,General Urban,Bowala,LK2130205,2430,78.7,sinhala,Gangawata Korale,117604,4.31,776.6,27,15.57
theft,gatambe,7/23/2024,m,sinhala,36,21:44:00,Rainy,7.270001917,80.59795914,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,500,sinhala,Gangawata Korale,120858,4.38,206.6,2.4,8.64
theft,thannekumbura,7/24/2024,f,sinhala,23,5:36:00,Cloudy,7.282598712,80.65989411,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,156.7,sinhala,Gangawata Korale,116681,4.34,71.4,4.2,2.2
theft,post office,7/26/2024,f,sinhala,39,12:42:00,Rainy,7.28910721,80.63288301,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,170.8,sinhala,Gangawata Korale,112130,4.6,834,19.6,20.91
burglary,dharmasena lane,7/26/2024,m,sinhala,42,18:00:00,Rainy,7.270226965,80.59252269,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,257.8,sinhala,Gangawata Korale,120179,4.47,326.5,13.1,5.03
drugs,katukale,7/27/2024,m,sinhala,69,6:30:00,Rainy,7.287876938,80.62693548,Non-Holiday,0,General Urban,Deiyannewela,LK2130150,3143,262.7,sinhala,Gangawata Korale,105053,4.5,1281.7,23.1,19.94
robbery,udabowala,8/2/2024,f,sinhala,37,5:46:00,Rainy,7.263729449,80.61590569,Non-Holiday,0,General Urban,Uda Bowala,LK2130200,19819,440.6,sinhala,Gangawata Korale,126306,4.36,406.8,22.9,5.39
vehicle theft,yatinuwara street,8/2/2024,f,muslim,15,6:52:00,Rainy,7.296110534,80.63769412,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,170.5,muslim,Gangawata Korale,110447,4.66,813.6,12.2,19.29
burglary,heerassagala,8/4/2024,m,sinhala,49,13:12:00,Rainy,7.260390195,80.61917856,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,188.7,sinhala,Gangawata Korale,109840,4.56,131.4,18.8,2.95
robbery,yatinuwara street,8/8/2024,m,sinhala,50,13:42:00,Rainy,7.295077779,80.63447238,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,238.7,sinhala,Gangawata Korale,106007,4.71,1006.2,19.4,22.22
robbery,watapuluwa,8/8/2024,m,sinhala,62,15:12:00,Rainy,7.318813489,80.64144586,Non-Holiday,0,General Urban,Mahaweli Uyana,LK2130040,11727,43,sinhala,Gangawata Korale,123495,4.57,1071.2,23.8,17.68
theft,train station,8/10/2024,foreign couple,muslim,28,14:58:00,Rainy,7.290538213,80.6345101,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,371.7,muslim,Gangawata Korale,125634,4.41,837.9,20.2,20.57
burglary,mahaiyawa cemetery,8/12/2024,f,sinhala,31,5:46:00,Rainy,7.305961012,80.63200231,Non-Holiday,0,General Urban,Poorna Watta East,LK2130075,17005,117.9,sinhala,Gangawata Korale,124700,4.29,1085.3,22.5,16.13
drugs,mada bowala angampitiya,8/14/2024,m,sinhala,44,12:09:00,Rainy,7.269839888,80.61144611,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,210.2,sinhala,Gangawata Korale,122798,4.72,726.9,27.9,15.37
burglary,ampitiya town,8/16/2024,f,sinhala,51,7:00:00,Rainy,7.273005729,80.66057173,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,348.3,sinhala,Gangawata Korale,104991,4.4,122.4,9.5,2.71
drugs,goerge.e.silva lane,8/16/2024,f,sinhala,44,14:30:00,Rainy,7.292159913,80.63452927,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,447.2,sinhala,Gangawata Korale,109903,4.45,882.5,20.2,20.83
stabbing,kotugodalla road,8/20/2024,m,sinhala,27,0:27:00,Rainy,7.295273941,80.63815269,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,251.4,sinhala,Gangawata Korale,118195,4.44,752.4,11.7,18.51
theft,ampitiya town,8/24/2024,f,sinhala,60,9:34:00,Rainy,7.271316309,80.65902447,Non-Holiday,0,General Urban,Meddegama,LK2130250,12845,527.4,sinhala,Gangawata Korale,108350,4.63,144.1,8.6,2.8
theft,watapuluwa,8/25/2024,f,sinhala,38,5:11:00,Rainy,7.319379022,80.64172693,Non-Holiday,0,General Urban,Mahaweli Uyana,LK2130040,11727,37.5,sinhala,Gangawata Korale,104985,4.65,984.5,24.1,17.37
drugs,2nd rajasinghe lane,8/25/2024,f,sinhala,34,20:51:00,Rainy,7.288923545,80.63225615,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,168.9,sinhala,Gangawata Korale,107427,4.62,816.2,20.2,20.69
burglary,aniwatte,8/26/2024,m,sinhala,21,3:29:00,Cloudy,7.291501998,80.62382296,Non-Holiday,0,General Urban,Katukele,LK2130110,8909,427.9,sinhala,Gangawata Korale,117754,4.45,1024.1,24.1,17.37
vehicle theft,d.s senanayake lane,8/28/2024,f,sinhala,35,2:30:00,Rainy,7.295854223,80.63639164,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,65.2,sinhala,Gangawata Korale,124034,4.7,882.5,16.3,21.2
burglary,hanthane town,8/29/2024,f,sinhala,60,11:50:00,Rainy,7.267706997,80.63529915,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,649.6,sinhala,Gangawata Korale,116152,4.63,88,8.6,1.24
burglary,2nd rajasinghe lane,8/29/2024,f,sinhala,27,12:10:00,Rainy,7.290849052,80.63525414,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,443.9,sinhala,Gangawata Korale,118632,4.6,854.4,20.2,19.95
robbery,ampitiya town,8/30/2024,m,sinhala,31,14:46:00,Rainy,7.270791762,80.65857985,Non-Holiday,0,General Urban,Meddegama,LK2130250,12845,451.2,sinhala,Gangawata Korale,103913,4.49,170.9,8.6,3.05
robbery,katugasthota road,8/31/2024,f,muslim,56,4:31:00,Rainy,7.312375991,80.63239193,Non-Holiday,0,General Urban,Pitakanda Gama,LK2130015,16716,20.6,muslim,Gangawata Korale,121289,4.45,1019,18.8,15.79
theft,thannekumbura,8/31/2024,m,sinhala,25,14:30:00,Rainy,7.283530758,80.65992965,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,53,sinhala,Gangawata Korale,115302,4.58,79.1,5.6,1.98
burglary,ampitiya town,8/31/2024,m,muslim,54,15:25:00,Rainy,7.27151096,80.6596583,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,501,muslim,Gangawata Korale,121886,4.51,123.7,9.2,2.61
robbery,wattegama,8/31/2024,m,sinhala,65,19:51:00,Rainy,7.351041376,80.68589645,Non-Holiday,0,General Urban,Wattegama North,LK2112075,21578,292.3,sinhala,Pathadumbara,74358,6.06,65,14.8,1.59
theft,lake house hotel,9/1/2024,m,sinhala,25,1:29:00,Rainy,7.268152394,80.59704978,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,555,sinhala,Gangawata Korale,104584,4.36,235.9,4.1,10.83
burglary,watapuluwa,9/1/2024,m,sinhala,72,3:27:00,Rainy,7.317157365,80.64188925,Non-Holiday,0,General Urban,Mahaweli Uyana,LK2130040,11727,232.5,sinhala,Gangawata Korale,109461,4.61,1086.5,25.1,16.87
burglary,peradeniya road,9/3/2024,m,sinhala,66,6:36:00,Rainy,7.280872179,80.62210101,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,64.3,sinhala,Gangawata Korale,123858,4.28,872.3,23.7,16.85
theft,katugasthota,9/3/2024,m,sinhala,38,20:53:00,Rainy,7.335813236,80.62170931,Non-Holiday,0,General Urban,Kalugalawatta,LK2112245,8028,207.3,sinhala,Pathadumbara,72364,6.04,112.2,17.5,1.13
theft,wattaranthanne ground,9/4/2024,m,sinhala,17,16:49:00,Rainy,7.251071986,80.69268258,Non-Holiday,0,Residential,Thalathuoya East,LK2145090,18993,303.2,sinhala,Pathahewaheta,57334,7.53,133.9,7.7,2.45
stabbing,sri wickramasinghe mawatha,9/5/2024,m,sinhala,28,12:34:00,Rainy,7.288583602,80.64226968,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,606.5,sinhala,Gangawata Korale,104601,4.36,617.2,16.7,14.44
stabbing,bus stand,9/8/2024,m,sinhala,44,5:14:00,Rainy,7.289178609,80.63221441,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,196.4,sinhala,Gangawata Korale,120550,4.54,818.7,20.3,20.69
robbery,william gopallawa lane,9/8/2024,m,sinhala,42,7:16:00,Rainy,7.292163909,80.63553801,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,476.3,sinhala,Gangawata Korale,103650,4.6,860.8,19.7,20.6
drugs,peradeniya road,9/8/2024,m,sinhala,59,22:36:00,Rainy,7.281577498,80.61978273,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,330.4,sinhala,Gangawata Korale,121398,4.62,844.2,29,18.67
burglary,d.s senanayake lane,9/9/2024,m,sinhala,52,4:12:00,Rainy,7.299780677,80.63905175,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,491.8,sinhala,Gangawata Korale,115683,4.62,447.6,8.3,12.07
burglary,train station,9/9/2024,m,tamil,24,8:15:00,Rainy,7.289386891,80.63327281,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,204.8,tamil,Gangawata Korale,115346,4.43,840.4,19.7,21.01
burglary,colombo street,9/10/2024,m,sinhala,47,22:49:00,Rainy,7.292631427,80.63582257,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,420.9,sinhala,Gangawata Korale,116772,4.33,844.2,19.2,20.48
burglary,asgiriya,9/12/2024,f,sinhala,48,9:54:00,Rainy,7.300779458,80.63234189,Non-Holiday,0,General Urban,Poorna Watta West,LK2130080,17006,194.7,sinhala,Gangawata Korale,114227,4.42,1174.5,18.2,16.23
burglary,municipal indoor sports complex,9/14/2024,m,sinhala,53,14:12:00,Rainy,7.285892306,80.62468764,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,303.3,sinhala,Gangawata Korale,111653,4.52,1229.4,24.3,19.97
theft,peradeniya road,9/16/2024,f,sinhala,37,5:15:00,Rainy,7.281755839,80.62258813,Prophet's Birthday,1,General Urban,Suduhumpala West,LK2130165,18808,103.6,sinhala,Gangawata Korale,121727,4.38,1001.1,25,18.19
robbery,dodamwela bridge,9/16/2024,m,sinhala,46,8:29:00,Rainy,7.286598029,80.60894913,Prophet's Birthday,1,General Urban,Kumburegedara,LK2133415,10691,698.3,sinhala,Harispattuwa,89538,5.39,215.5,13.5,4.34
burglary,municipal indoor sports complex,9/16/2024,m,sinhala,56,13:48:00,Rainy,7.284843238,80.62620007,Prophet's Birthday,1,Commercial,Suduhumpala East,LK2130160,18807,284.6,sinhala,Gangawata Korale,117316,4.53,1447.5,23,20.99
stabbing,kingswood,9/16/2024,f,sinhala,28,18:50:00,Rainy,7.276141015,80.61663059,Prophet's Birthday,1,Commercial,Mulgampala,LK2130210,13665,283.2,sinhala,Gangawata Korale,126289,4.59,776.6,23.1,14.87
burglary,bogambara,9/16/2024,m,sinhala,47,19:34:00,Rainy,7.287072324,80.63619196,Prophet's Birthday,1,General Urban,Bogambara,LK2130145,2198,361.3,sinhala,Gangawata Korale,111088,4.52,668.3,19,14.49
theft,post office,9/18/2024,m,sinhala,41,6:06:00,Rainy,7.291640952,80.63183095,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,222.4,sinhala,Gangawata Korale,106631,4.32,892.7,22,19.7
theft,mapanawathura,9/18/2024,m,sinhala,29,6:29:00,Rainy,7.303706525,80.62473555,Non-Holiday,0,General Urban,Asgiriya,LK2130085,1314,646.5,sinhala,Gangawata Korale,117075,4.45,530.5,15.8,9.98
theft,kingswood,9/18/2024,m,sinhala,57,16:07:00,Rainy,7.276439809,80.61661551,Non-Holiday,0,Commercial,Mulgampala,LK2130210,13665,316.4,sinhala,Gangawata Korale,123222,4.57,769,23.4,14.64
stabbing,aniwatte,9/18/2024,m,sinhala,63,21:05:00,Rainy,7.291187157,80.62289721,Non-Holiday,0,General Urban,Aniwatta East,LK2130100,1107,455.2,sinhala,Gangawata Korale,121363,4.52,899.1,23,16.2
drugs,bus stand,9/19/2024,m,sinhala,52,10:17:00,Rainy,7.289427397,80.62927341,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,130.6,sinhala,Gangawata Korale,124633,4.52,1035.5,21.4,20.82
theft,dodamwela,9/19/2024,m,sinhala,47,15:13:00,Rainy,7.292431548,80.54210718,Non-Holiday,0,General Urban,Ihala Dodamwala,LK2136120,6861,291.2,sinhala,Yatinuwara,74616,5.8,23,4.3,0.28
theft,kotugodalla street,9/20/2024,f,muslim,39,5:50:00,Rainy,7.295158553,80.63578005,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,144.9,muslim,Gangawata Korale,126119,4.67,895.3,18.7,21.52
