crime,location,date,sex,victim_ethnicity,victim_age,time,weather,latitude,longitude,holiday_name,is_holiday,land_use_type,gn_division,gn_pcode,gn_population,gn_distance_m,victim_ethnicity ,DS_Division,Avg_Household_Income,Unemployment_Rate,Building_Density,Road_Density,Land_Area_Density
burglary,udabowala,9/29/2021,m,sinhala,25,19:07:00,Rainy,7.264277445,80.61356983,Non-Holiday,0,General Urban,Uda Bowala,LK2130200,19819,453.5,sinhala,Gangawata Korale,113234,4.61,431,23.8,6.83
drugs,asgiriya stadium,9/30/2021,m,muslim,60,9:44:00,Rainy,7.30093316,80.63555274,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,289.7,muslim,Gangawata Korale,111452,4.34,1015.1,16.1,18.33
vehicle theft,sahas uyana,9/30/2021,m,sinhala,37,14:53:00,Rainy,7.292901684,80.63878631,Non-Holiday,0,Recreational,Mahanuwara,LK2130120,11613,484,sinhala,Gangawata Korale,119144,4.37,693.8,12.3,18.37
drugs,bus stand,10/1/2021,f,sinhala,23,5:27:00,Rainy,7.301653215,80.63524141,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,213.1,sinhala,Gangawata Korale,122026,4.57,1077.6,17.1,18.36
burglary,dalada maligawa,10/3/2021,m,sinhala,39,18:03:00,Rainy,7.292013053,80.64000261,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,454.4,sinhala,Gangawata Korale,104748,4.55,665.7,13.4,15.69
burglary,aruppala,10/5/2021,m,muslim,27,17:47:00,Rainy,7.310479324,80.6468942,Non-Holiday,0,General Urban,Aruppala East,LK2130050,1293,137.7,muslim,Gangawata Korale,113725,4.7,576.4,21.2,8.52
theft,bus stand,10/5/2021,f,sinhala,59,23:42:00,Rainy,7.289479761,80.63191443,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,241.2,sinhala,Gangawata Korale,124374,4.58,836.6,20.4,20.57
robbery,hanthane town,10/7/2021,m,sinhala,52,0:18:00,Rainy,7.270052524,80.63521302,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,388.7,sinhala,Gangawata Korale,105272,4.72,112.2,10.4,1.51
burglary,ampitiya town,10/7/2021,m,sinhala,33,11:29:00,Rainy,7.271237168,80.65877464,Non-Holiday,0,General Urban,Meddegama,LK2130250,12845,502.6,sinhala,Gangawata Korale,125085,4.53,159.4,8.4,2.92
drugs,asgiriya stadium,10/8/2021,m,muslim,60,6:30:00,Rainy,7.299986658,80.63490184,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,402.1,muslim,Gangawata Korale,106203,4.68,1087.8,15.9,19.51
robbery,hanthane town,10/9/2021,m,sinhala,52,11:58:00,Rainy,7.269504057,80.63385955,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,473.2,sinhala,Gangawata Korale,110229,4.62,107.1,11.5,1.58
burglary,lake round,10/11/2021,m,sinhala,32,15:16:00,Rainy,7.288901907,80.63266383,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,151.3,sinhala,Gangawata Korale,114066,4.3,834,19.4,20.95
stabbing,rajapihilla road,10/11/2021,m,sinhala,33,17:19:00,Rainy,7.289144856,80.63870837,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,658.2,sinhala,Gangawata Korale,110937,4.57,692.5,17.5,14.17
drugs,sangamiththa college,10/11/2021,m,sinhala,46,20:24:00,Rainy,7.30898213,80.64863557,Non-Holiday,0,Commercial,Aruppala East,LK2130050,1293,279,sinhala,Gangawata Korale,112467,4.33,456.6,15.6,7.06
vehicle theft,dalada maligawa,10/14/2021,m,sinhala,45,2:01:00,Rainy,7.294192425,80.64107775,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,289.4,sinhala,Gangawata Korale,113539,4.5,424.7,7,11.08
theft,wagolla lewella,10/14/2021,m,muslim,33,3:28:00,Rainy,7.3032141,80.64968515,Non-Holiday,0,General Urban,Sirimalwatta West,LK2127180,18568,229.4,muslim,Kundasale,74215,5.64,553.5,12.2,11
stabbing,post office,10/16/2021,f,sinhala,57,15:33:00,Rainy,7.289754518,80.63352961,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,250.7,sinhala,Gangawata Korale,124601,4.38,872.3,19.6,21.18
theft,rajapihilla,10/17/2021,m,sinhala,47,19:37:00,Cloudy,7.288595549,80.64157165,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,629.4,sinhala,Gangawata Korale,108707,4.59,617.2,16.2,13.92
burglary,suduhumpola,10/18/2021,m,sinhala,22,12:31:00,Rainy,7.28374542,80.62619002,Non-Holiday,0,General Urban,Suduhumpala East,LK2130160,18807,168.5,sinhala,Gangawata Korale,109835,4.29,1466.6,22,20.98
burglary,ampitiya town,10/21/2021,m,sinhala,42,18:03:00,Rainy,7.273613244,80.66095467,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,299,sinhala,Gangawata Korale,110778,4.43,114.8,9.9,2.62
robbery,golden crown,10/25/2021,f,sinhala,55,5:44:00,Rainy,7.274044787,80.65828056,Non-Holiday,0,Commercial,Ampitiya Udagama North,LK2130235,931,526.9,sinhala,Gangawata Korale,123512,4.7,153,5.8,3.72
robbery,golden crown,10/26/2021,f,sinhala,55,6:43:00,Rainy,7.277146749,80.658099,Non-Holiday,0,Commercial,Ampitiya Udagama North,LK2130235,931,220.4,sinhala,Gangawata Korale,125593,4.57,118.6,6.8,3.36
drugs,kotugodalla road,10/27/2021,f,sinhala,48,5:50:00,Rainy,7.297719337,80.63743765,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,202.1,sinhala,Gangawata Korale,124152,4.48,784.3,13.2,18.35
theft,heerassagala junction,10/28/2021,m,sinhala,23,10:58:00,Rainy,7.274558545,80.62109077,Non-Holiday,0,Commercial,Mulgampala,LK2130210,13665,474.3,sinhala,Gangawata Korale,113252,4.34,718,26.1,12.86
burglary,goerge.e.silva lane,10/28/2021,m,sinhala,36,15:54:00,Rainy,7.290859634,80.63537508,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,452.6,sinhala,Gangawata Korale,111970,4.68,863.4,20.2,19.77
vehicle theft,gatambe junction,10/30/2021,m,sinhala,35,11:30:00,Rainy,7.271212773,80.6056425,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,786.7,sinhala,Gangawata Korale,121473,4.35,432.3,14.6,11.68
stabbing,meekanuwa watarauma,10/31/2021,f,sinhala,28,6:51:00,Rainy,7.27894216,80.65280034,Non-Holiday,0,General Urban,Ampitiya Udagama North,LK2130235,931,425.6,sinhala,Gangawata Korale,116556,4.67,487.2,6,7.13
burglary,bus stand,11/1/2021,f,sinhala,26,15:08:00,Rainy,7.301180301,80.63615497,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,269.5,sinhala,Gangawata Korale,108013,4.63,960.3,15.5,17.58
robbery,car park,11/3/2021,m,sinhala,48,9:43:00,Rainy,7.280808813,80.61993896,Maha Sivarathri Day,1,Commercial,Suduhumpala West,LK2130165,18808,302.6,sinhala,Gangawata Korale,117145,4.55,835.3,28.7,18.07
robbery,bus stand,11/3/2021,m,sinhala,37,16:29:00,Rainy,7.288203154,80.63514375,Maha Sivarathri Day,1,Commercial,Bogambara,LK2130145,2198,251.3,sinhala,Gangawata Korale,115738,4.37,724.4,18.3,18.15
burglary,municipal indoor sports complex,11/5/2021,m,sinhala,54,13:31:00,Rainy,7.283248656,80.62471187,Non-Holiday,0,Commercial,Suduhumpala East,LK2130160,18807,136.1,sinhala,Gangawata Korale,124469,4.63,1400.3,23.1,21.46
burglary,rajapihilla road,11/7/2021,f,sinhala,48,2:05:00,Rainy,7.28896188,80.63972411,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,697.4,sinhala,Gangawata Korale,110430,4.35,642.7,17.1,12.82
robbery,bus stand,11/7/2021,m,sinhala,37,9:28:00,Rainy,7.289630177,80.63338173,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,233.6,sinhala,Gangawata Korale,108017,4.68,859.5,19.8,21.17
stabbing,mahaiyawa,11/8/2021,f,muslim,39,11:40:00,Rainy,7.305273613,80.63533367,Non-Holiday,0,General Urban,Mahaiyawa,LK2130065,11543,195,muslim,Gangawata Korale,105771,4.5,1091.6,20.8,15.98
robbery,new queens hotel,11/10/2021,m,muslim,46,1:12:00,Rainy,7.291452973,80.63972416,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,511.6,muslim,Gangawata Korale,111539,4.42,719.3,15.1,16.64
drugs,sangamiththa college,11/11/2021,f,sinhala,33,8:17:00,Rainy,7.306665381,80.64818165,Non-Holiday,0,Commercial,Sirimalwatta West,LK2127180,18568,382.7,sinhala,Kundasale,72208,5.57,609.6,16,9.33
robbery,walespark,11/11/2021,m,sinhala,44,12:53:00,Rainy,7.290719516,80.63569595,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,462.4,sinhala,Gangawata Korale,122486,4.57,858.3,20.3,19.65
burglary,dalada street,11/14/2021,m,sinhala,57,10:47:00,Rainy,7.293910966,80.6414138,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,250,sinhala,Gangawata Korale,119360,4.31,408.1,7.4,10.72
burglary,thannekumbura,11/18/2021,m,sinhala,47,1:11:00,Rainy,7.283159906,80.66129156,Il Full Moon Poya Day,1,General Urban,Thennakumbura,LK2130240,19383,176,sinhala,Gangawata Korale,109289,4.64,62.5,5.1,1.76
drugs,yatinuwara street,11/20/2021,m,tamil,17,3:53:00,Rainy,7.295906939,80.63694327,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,100.8,tamil,Gangawata Korale,105405,4.32,863.4,14.4,20.62
stabbing,aniwatte,11/21/2021,m,sinhala,38,7:13:00,Cloudy,7.291366972,80.62230882,Non-Holiday,0,General Urban,Aniwatta East,LK2130100,1107,402,sinhala,Gangawata Korale,107725,4.57,850.6,22,15.74
drugs,bus stand,11/21/2021,f,sinhala,36,16:14:00,Cloudy,7.255843,80.58887055,Non-Holiday,0,Commercial,Penideniya,LK2139135,16411,356.2,sinhala,Udunuwara,70693,5.94,660.6,16.6,12.55
drugs,kandy hospital,11/22/2021,m,sinhala,21,4:56:00,Rainy,7.285723534,80.63338608,Non-Holiday,0,Residential,Bogambara,LK2130145,2198,211,sinhala,Gangawata Korale,115380,4.43,705.2,16.6,15.37
stabbing,joy boat,11/22/2021,m,sinhala,31,22:03:00,Rainy,7.291079671,80.63630574,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,537.2,sinhala,Gangawata Korale,122079,4.65,864.6,20.2,19.6
burglary,lewella town,11/24/2021,m,sinhala,60,10:04:00,Rainy,7.299426875,80.64946619,Non-Holiday,0,General Urban,Lewella,LK2130125,11008,373.3,sinhala,Gangawata Korale,108124,4.39,443.8,14.3,9.59
theft,katugasthota road,11/27/2021,m,sinhala,35,10:49:00,Rainy,7.312158126,80.63119732,Non-Holiday,0,General Urban,Pitakanda Gama,LK2130015,16716,152.7,sinhala,Gangawata Korale,122807,4.72,945,17.8,14.23
stabbing,new queens hotel,11/30/2021,m,sinhala,27,22:37:00,Rainy,7.292261702,80.63874181,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,540.3,sinhala,Gangawata Korale,125904,4.33,728.2,14.2,18.08
burglary,gatambe junction,12/1/2021,m,sinhala,39,1:52:00,Cloudy,7.271897542,80.60463249,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,901.5,sinhala,Gangawata Korale,107163,4.57,358.4,10.8,10.01
robbery,dharmapala road lewella,12/1/2021,m,sinhala,21,17:20:00,Cloudy,7.300164919,80.65185218,Non-Holiday,0,General Urban,Sirimalwatta West,LK2127180,18568,517.7,sinhala,Kundasale,87235,5.4,663.1,14.7,12.79
theft,lewella gangaramaya,12/4/2021,m,sinhala,50,9:43:00,Rainy,7.29675596,80.65008279,Non-Holiday,0,Commercial,Thalwatta,LK2130130,19105,164.9,sinhala,Gangawata Korale,105190,4.44,605.8,16.7,10.87
burglary,2nd rajasinghe lane,12/5/2021,f,muslim,48,5:43:00,Rainy,7.290128632,80.63237379,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,291.4,muslim,Gangawata Korale,113476,4.41,840.4,20.8,21.15
theft,thannekumbura,12/11/2021,f,sinhala,47,2:57:00,Rainy,7.282307911,80.66049804,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,198.6,sinhala,Gangawata Korale,105824,4.37,61.2,4.6,1.96
theft,buwelikada,12/14/2021,m,tamil,46,20:04:00,Rainy,7.297264435,80.65058551,Non-Holiday,0,Commercial,Thalwatta,LK2130130,19105,216,tamil,Gangawata Korale,112404,4.46,600.7,16.9,11.13
burglary,rajapihilla road,12/15/2021,m,sinhala,63,19:06:00,Rainy,7.287998813,80.64153491,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,692.9,sinhala,Gangawata Korale,115208,4.69,626.2,16.8,13.65
robbery,ampitiya udawela kanda,12/16/2021,m,sinhala,28,16:58:00,Rainy,7.270945211,80.66099326,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,419.8,sinhala,Gangawata Korale,121930,4.69,137.7,11.1,2.66
burglary,buwelikada,12/18/2021,m,sinhala,36,4:56:00,Rainy,7.292576623,80.64710867,Unduvap Full Moon Poya Day,1,General Urban,Boowelikada,LK2130135,2310,404,sinhala,Gangawata Korale,116930,4.62,368.6,15.3,7.79
robbery,lewella bangalaawatte,12/20/2021,m,muslim,50,4:04:00,Rainy,7.297279988,80.65110415,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,228.1,muslim,Gangawata Korale,106137,4.4,607,16.4,11.1
theft,meekanuwa watarauma,12/20/2021,f,sinhala,43,10:47:00,Rainy,7.281310273,80.6557535,Non-Holiday,0,General Urban,Ampitiya Udagama North,LK2130235,931,328,sinhala,Gangawata Korale,116190,4.59,338,6.7,6.42
stabbing,hanthane town,12/21/2021,m,sinhala,43,21:14:00,Rainy,7.268852146,80.63589129,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,527.7,sinhala,Gangawata Korale,112048,4.68,95.6,9,1.44
theft,joy boat,12/22/2021,f,sinhala,34,0:39:00,Rainy,7.290364931,80.63765737,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,604.4,sinhala,Gangawata Korale,112878,4.59,788.1,18.8,16.75
stabbing,katukale,12/23/2021,m,muslim,50,23:09:00,Cloudy,7.287666561,80.62705017,Non-Holiday,0,General Urban,Deiyannewela,LK2130150,3143,255.2,muslim,Gangawata Korale,120005,4.68,1282.9,22.6,20.3
theft,lady golden road,12/26/2021,m,sinhala,50,6:48:00,Cloudy,7.292566022,80.63234009,Non-Holiday,0,Commercial,Ihala Katukele,LK2130115,6925,203.7,sinhala,Gangawata Korale,108279,4.34,867.2,21.6,18.78
robbery,buwelikada,12/27/2021,m,sinhala,29,17:18:00,Sunny,7.292429143,80.64349564,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,159.9,sinhala,Gangawata Korale,122926,4.65,409.4,10.9,11.07
robbery,hospital street,12/29/2021,m,sinhala,18,10:55:00,Cloudy,7.27008985,80.61152687,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,184.5,sinhala,Gangawata Korale,120841,4.36,739.7,28.2,16.06
burglary,gurudeniya,12/29/2021,f,sinhala,37,15:20:00,Cloudy,7.266292548,80.69094964,Non-Holiday,0,General Urban,Gurudeniya Dambawela,LK2130285,5635,770.2,sinhala,Gangawata Korale,123292,4.71,6.4,15.6,0.09
vehicle theft,bowalawatte,1/1/2022,m,sinhala,17,6:42:00,Rainy,7.258048972,80.62517488,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,808.4,sinhala,Gangawata Korale,116991,4.48,0,1.4,0
drugs,thannekumbura,1/1/2022,m,sinhala,35,15:46:00,Rainy,7.281556774,80.66076305,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,287.1,sinhala,Gangawata Korale,103598,4.48,45.9,3.9,1.62
stabbing,hospital street,1/1/2022,f,sinhala,38,20:32:00,Rainy,7.269913647,80.6091121,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,428.4,sinhala,Gangawata Korale,120914,4.72,667,25,15.66
burglary,peradeniya town,1/2/2022,f,muslim,61,5:43:00,Rainy,7.270445261,80.59283757,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,217.9,muslim,Gangawata Korale,106407,4.28,295.9,12.2,4.6
drugs,car park,1/4/2022,m,sinhala,15,11:37:00,Rainy,7.281242569,80.62015594,Non-Holiday,0,Commercial,Suduhumpala West,LK2130165,18808,282.4,sinhala,Gangawata Korale,107530,4.42,862.1,28.8,18.58
burglary,mulgampola,1/5/2022,f,muslim,54,8:39:00,Rainy,7.278855472,80.61803561,International Workers' Day,1,General Urban,Welata,LK2130170,21826,408.4,muslim,Gangawata Korale,123774,4.67,723.1,28.3,15.65
stabbing,kotugodalla road,1/7/2022,m,sinhala,35,22:20:00,Cloudy,7.297341075,80.63483076,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,181.6,sinhala,Gangawata Korale,104102,4.4,1110.8,17.7,20.72
robbery,municipal indoor sports complex,1/10/2022,f,sinhala,43,19:11:00,Rainy,7.284335144,80.62675849,Non-Holiday,0,Commercial,Suduhumpala East,LK2130160,18807,255.8,sinhala,Gangawata Korale,106176,4.28,1436,22,20.63
burglary,pathanawatte heerassagala,1/11/2022,f,sinhala,60,5:26:00,Rainy,7.262857717,80.61778985,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,405.1,sinhala,Gangawata Korale,123735,4.68,306.1,22.2,4.43
drugs,dodamwela bridge,1/11/2022,m,sinhala,30,14:11:00,Rainy,7.285980225,80.60979713,Non-Holiday,0,General Urban,Aniwatta West,LK2130175,1109,669.2,sinhala,Gangawata Korale,117869,4.38,262.7,14,5.24
theft,bus stand,1/12/2022,f,sinhala,20,4:27:00,Rainy,7.253115542,80.59100396,Non-Holiday,0,Commercial,Penideniya,LK2139135,16411,430.9,sinhala,Udunuwara,79273,5.95,415.7,14,10.78
stabbing,highschool,1/12/2022,m,muslim,57,13:41:00,Rainy,7.290905335,80.63524627,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,448.5,muslim,Gangawata Korale,107428,4.47,855.7,20.2,19.89
robbery,bus stand,1/15/2022,f,muslim,42,3:57:00,Rainy,7.256704048,80.5912394,Non-Holiday,0,Commercial,Palle Peradeniya,LK2130195,15522,520.6,muslim,Gangawata Korale,105304,4.38,483.3,16.1,11.02
stabbing,katugasthota,1/18/2022,f,sinhala,25,18:11:00,Rainy,7.334806641,80.62032954,Non-Holiday,0,General Urban,Kalugalawatta,LK2112245,8028,216.7,sinhala,Pathadumbara,79412,6,198.9,19.8,2.2
theft,torrington,1/20/2022,m,sinhala,34,11:57:00,Cloudy,7.293461446,80.63581669,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,329.2,sinhala,Gangawata Korale,113993,4.7,849.3,18.5,21.4
stabbing,peradeniya road,1/21/2022,m,sinhala,46,4:13:00,Cloudy,7.280789721,80.6189678,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,409.7,sinhala,Gangawata Korale,115603,4.5,772.8,28.3,17.49
burglary,lewella town,1/21/2022,m,sinhala,26,14:07:00,Cloudy,7.300328338,80.65144835,Non-Holiday,0,General Urban,Sirimalwatta West,LK2127180,18568,494,sinhala,Kundasale,77674,5.21,616,14.9,12.09
robbery,kandy city centre,1/21/2022,m,sinhala,51,16:33:00,Cloudy,7.292783272,80.63879029,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,494.9,sinhala,Gangawata Korale,106004,4.69,696.3,12.5,18.25
theft,highschool,1/22/2022,m,muslim,50,3:48:00,Cloudy,7.291762761,80.63422684,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,430.1,muslim,Gangawata Korale,105589,4.58,839.1,20.8,20.14
burglary,bus stand,1/22/2022,m,sinhala,22,17:59:00,Cloudy,7.299082995,80.63460255,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,345.1,sinhala,Gangawata Korale,124376,4.42,1113.3,16.7,19.77
theft,dalada maligawa,1/22/2022,m,sinhala,36,22:16:00,Cloudy,7.292861833,80.64085144,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,330.9,sinhala,Gangawata Korale,120344,4.38,533.1,9.3,13.12
vehicle theft,heerassagala,1/23/2022,m,muslim,47,20:50:00,Rainy,7.261026987,80.61913119,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,240.2,muslim,Gangawata Korale,120439,4.6,137.7,19.5,2.93
burglary,post office,1/24/2022,m,sinhala,41,14:11:00,Cloudy,7.290098085,80.63530495,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,382.1,sinhala,Gangawata Korale,108369,4.36,817.5,19.6,19.67
burglary,asgiriya stadium,1/24/2022,m,sinhala,25,14:54:00,Cloudy,7.29999749,80.63365662,Non-Holiday,0,Commercial,Poorna Watta West,LK2130080,17006,354.1,sinhala,Gangawata Korale,112848,4.37,1123.5,16.6,18.54
drugs,thannekumbura,1/29/2022,m,sinhala,24,20:52:00,Rainy,7.282668464,80.65998009,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,148.9,sinhala,Gangawata Korale,111874,4.61,72.7,4.4,2.14
drugs,gatambe junction,1/30/2022,f,muslim,70,9:17:00,Rainy,7.27246993,80.60471289,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,900.5,muslim,Gangawata Korale,113618,4.56,349.4,10.6,9.47
theft,dalada maligawa,1/31/2022,m,muslim,48,21:28:00,Rainy,7.294741023,80.64176299,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,233.2,muslim,Gangawata Korale,115225,4.31,326.5,5.3,8.57
drugs,hanthane kadurata malshalawa,2/1/2022,m,muslim,26,12:42:00,Cloudy,7.290368222,80.631227,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,318,muslim,Gangawata Korale,107227,4.39,882.5,22.3,20.82
burglary,hospital street,2/3/2022,m,sinhala,54,16:35:00,Cloudy,7.268743805,80.60936095,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,464.8,sinhala,Gangawata Korale,104746,4.4,624.9,24.5,13.82
burglary,peradeniya road,2/3/2022,m,sinhala,42,22:35:00,Cloudy,7.28193029,80.6196691,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,354.2,sinhala,Gangawata Korale,123802,4.4,862.1,28.7,19.24
theft,mulgampola,2/4/2022,m,sinhala,53,13:53:00,Cloudy,7.278818675,80.61479231,Non-Holiday,0,General Urban,Welata,LK2130170,21826,51.2,sinhala,Gangawata Korale,119012,4.35,702.7,27.2,13.8
theft,wewathanne road,2/4/2022,m,sinhala,19,18:09:00,Cloudy,7.167524201,80.59696606,Non-Holiday,0,Commercial,Wewathenna,LK2142095,22268,718.9,sinhala,Doluwa,60829,6.93,77.8,10,1.23
theft,bus stand,2/7/2022,m,muslim,61,14:03:00,Rainy,7.256783005,80.58891526,Non-Holiday,0,Commercial,Godagandeniya,LK2130190,5339,369.2,muslim,Gangawata Korale,124611,4.5,652.9,17.3,12.2
theft,rosawatte,2/8/2022,m,sinhala,46,11:13:00,Cloudy,7.291636476,80.63483049,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,497,sinhala,Gangawata Korale,124938,4.59,874.8,20,20.23
robbery,lady golden road,2/9/2022,m,muslim,48,21:13:00,Cloudy,7.288883996,80.63371852,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,168.4,muslim,Gangawata Korale,111909,4.63,828.9,19.1,20.18
theft,people's bank,2/11/2022,m,sinhala,27,12:36:00,Rainy,7.292415535,80.63406796,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,390.8,sinhala,Gangawata Korale,119159,4.34,868.5,21.2,20.8
robbery,ogastawatte,2/11/2022,m,sinhala,58,22:21:00,Rainy,7.289412455,80.63212871,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,224,sinhala,Gangawata Korale,117005,4.69,816.2,20.3,20.7
stabbing,malwatte,2/14/2022,m,sinhala,35,16:20:00,Rainy,7.276743,80.64147725,Non-Holiday,0,General Urban,Malwatta,LK2130140,12099,140.2,sinhala,Gangawata Korale,111412,4.47,11.5,3.4,0.11
stabbing,bus stand,2/15/2022,m,sinhala,58,12:11:00,Cloudy,7.302279504,80.63526956,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,144.3,sinhala,Gangawata Korale,125313,4.42,1073.8,16.8,17.75
stabbing,yatinuwara street,2/15/2022,m,sinhala,18,20:31:00,Cloudy,7.294086026,80.63762132,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,302.7,sinhala,Gangawata Korale,116752,4.71,739.7,14.4,19.09
burglary,2nd rajasinghe lane,2/16/2022,m,sinhala,28,13:03:00,Cloudy,7.290364747,80.63510047,Nawam Full Moon Poya Day,1,General Urban,Bogambara,LK2130145,2198,390.3,sinhala,Gangawata Korale,107252,4.28,832.8,19.7,20.21
burglary,torrington,2/17/2022,m,tamil,36,22:47:00,Cloudy,7.293111294,80.63455465,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,407.2,tamil,Gangawata Korale,124881,4.32,915.7,20.1,21.91
robbery,mahaiyawa,2/20/2022,m,muslim,52,3:39:00,Rainy,7.305838241,80.6347087,Non-Holiday,0,General Urban,Mahaiyawa,LK2130065,11543,273.5,muslim,Gangawata Korale,111315,4.28,1106.9,21.8,16.21
theft,dodamwela,2/20/2022,m,sinhala,72,9:19:00,Rainy,7.294221721,80.54063782,Non-Holiday,0,General Urban,Ihala Dodamwala,LK2136120,6861,477.2,sinhala,Yatinuwara,75138,6.02,33.2,4.9,0.38
drugs,highschool,2/23/2022,m,sinhala,22,21:43:00,Rainy,7.289710878,80.63230965,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,248.2,sinhala,Gangawata Korale,103926,4.37,822.6,20.4,20.98
burglary,sri wickramasinghe mawatha,2/24/2022,m,muslim,39,8:47:00,Rainy,7.288951465,80.64242969,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,562.4,muslim,Gangawata Korale,111716,4.37,607,16.2,14.46
drugs,train station,2/25/2022,f,sinhala,31,20:10:00,Rainy,7.289457363,80.63352325,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,218.7,sinhala,Gangawata Korale,122165,4.63,858.3,19.5,20.93
stabbing,sirimawo bandaranayake lane,2/25/2022,m,sinhala,36,21:33:00,Rainy,7.267461581,80.59511659,Non-Holiday,0,Commercial,Getambe,LK2130180,5235,529.1,sinhala,Gangawata Korale,117069,4.59,332.8,9.8,10.4
burglary,2nd rajasinghe lane,2/26/2022,f,muslim,77,8:32:00,Rainy,7.29231907,80.63543545,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,461.2,muslim,Gangawata Korale,112317,4.6,863.4,19.8,20.75
robbery,kandy mosque,2/26/2022,m,muslim,62,8:37:00,Rainy,7.291323701,80.63214635,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,271.6,muslim,Gangawata Korale,116239,4.71,888.9,21.9,20.44
burglary,bowalawatte,2/28/2022,m,sinhala,60,18:17:00,Rainy,7.257625961,80.62517897,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,817.7,sinhala,Gangawata Korale,113187,4.51,0,0.7,0
drugs,rosawatte,3/1/2022,m,sinhala,45,15:45:00,Rainy,7.289889386,80.63280728,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,258.1,sinhala,Gangawata Korale,126032,4.47,841.7,20.7,21.16
